review,actual,predicted
kurir ramah pengiriman cepat,1,1
tidak sia siapa pesan telepon genggam lazada sangat bagus dan cepat sampai cepat tristan lazada trimksih,1,1
harga oke barang oke pengiriman cepat dan gratis,1,1
barang oke cepat pula,1,1
mantap barang mantap kirim cepat sampai,1,1
barang sejuta umat dapetin susah sangat mantap,1,1
baru,0,1
harga dan barang sesuai kebutuhan oke lah,1,1
barang oke harga oke pengiriman tertawa satu hari bandung,1,1
banyak yang mencari karena harga mengulurkan,1,0
telepon genggam keren harga murah terima kasih lazada,1,1
barang sudah sampai dan saya suka masih lazada,0,1
terima kasih lazada,1,1
alhamdulilah sudah datang aku suka untuk games mantap,0,1
barang bagus sekali terus datang cepat sekali terima kasih lazada,0,1
harga terjangkau dengan spesifikasi yang bagus kelas,1,1
barang dikirim dengan sangat rapi kurir ramah terima kasih lazada semoga makin banyak discount jadi makin sering belajar,1,1
barang diterima dengan baik dan rapi pengiriman cepat satu hari sampai,1,1
murah dan bagus tapi sayang datang iya lama tapi tidak kecewa kok terima kasih lazada,0,0
keren sekali dan tidak murahan,1,0
mantap cepat pengiriman lanjut bakal pemesanan lagi tertawa,1,1
masuk,1,1
barang sampai rapi bagus tidak ada cacat puas terima kasih kamu,1,1
pertahankan mabjadinseler yang dipercaya,1,1
tepat waktu bagus,1,1
alhamdulilah paket selalu cepat datang barang aman dan alhamdulilah tidak ada kendala terima kasih lazada,1,1
saya kurang setuju dengan flash sale memang sih untuk strategi penasaran berhasil tapi kalau dari segi kepuasan konsumen saya rasa kurang karena banyak yang tidak dapat saya delapan kali ikut flash sale tertawa dapat satu sekali saja dan menurut saya toko toko telepon genggam lah yang paling banyak dapat flash sale dan dijual dengan harga yang lebih tinggi lagi merugikan penggemar,1,1
lumayan bagus harga murah tapi barang tidak murahan tertawa bagai cepat habis,0,0
baru kali ini pesanan lazada lama sekali harus menunggu batas maksimum,0,1
barang sesuai deskripsi penjelasan rapi dan pengiriman juga oke puas sekali pokoknya,1,1
pengiriman cepat alhamdulilah abang tidak ramah dalam proses pengiriman barang,1,1
parah lambat tidak bisa gunakan buat selera kalau mau kirim barang periksa atau coba dahulu dong sebelum kirim,0,0
barang sudah sampai proses cepat satu hari penjelasan rapi dan aman unit normal terima kasih lazada xiaomi dan lex,1,1
pengiriman lambat pakai ninja lebih baik pakai bel seperti biasa,1,1
barang bagus nomor cacat penjelasan rapi sampai cepat teratas buat lazada,1,0
untuk harga sembilan ratus sembilan puluh sembilan ribu flash sale redmi lima sangat layak untuk dibeli tapi sayang dapat yang emas padahal nganter yang reply tapi iya sudahlah yang penting sampai dengan selamat sehat hal afiat bonus tiga edo tertawa bisa diartikan jabodetabek jadi percuma banding juga karena tidak terpaku ikut flash sale tangan sepuluh dibayar tangan sebelas sambil menunggu uang kumpul biar bisa dapat harga flash sale dikirim tangan lima empat hari sejak pembayaran baru dikirim memang sangat lambat tapi maklum nama juga flash sale pasti mengantre untuk dikirim diterima tangan enam belas atau satu atau satu lewat tiki tertawa sehari sampai wow luar biasa,0,1
oke sudah coba pas sekali mantap,1,1
barang sudah sampai tapi saya kecewa barang beda dengan gambar dan tali putus,0,0
kenapa iya pesanan saya jam tangan couple belum sampai juga sampai hari ini padahal sudah sekarang menonton masuk bulan juni saya pesan dari awal mei,0,0
diterima dengan baik dan rapi,1,1
tidak menyesal pokok beli lazada senang sekali,1,1
bagus barang tertawa kali ini lebih lama sampai barangnya,1,1
barang sudah sampai dengan aman,1,1
bagus untuk harga segini,1,1
sesuai dengan deskripsi,1,1
barang oke,1,1
lumayan barang sesuai gambar dan harga pengiriman cepat,0,0
pengiriman yang cepat produk bergaransi resmi,1,1
bagus,1,1
bagus harganya,1,1
baca alasan banyak yang bintang satu kebaikan gagal beli karena rusak sistem atau karena kurir nakal saya agak was was juga beli saya beli bayar tempat saja daripada ribet minta balik uang kalau gagal beli tapi semua ketakutan saya tidak terjadi beli flash sale langsung dapat dan lancar sampai tangan saya beli satu siang tanggal satu siang sudah sampai satu hari saja,1,1
respon cepat dan kiriman juga cepat sesuai kiriman semoga awan dan sayang kamera terbalik dan kurang jelas gambar juragan kalau mau kirim coba cek dan dicoba kamera terima kasih tapi tidak semoga awet amin amin,0,0
mantap barang sampai tujuan,1,1
terima kasih lazada barang bagus,1,1
barang oke dan pengiriman lex selalu express bandung tertawa satu hari sampai,1,1
keren xiaomi redmi lima nya,1,1
produk memuaskan,0,1
pengiriman cepat paket rapi kurir ramah dan sopan terima kasih lazada,1,1
bagus resmi tam tersengal dan dapat banding tiga meskipun akhir tidak dipakai simcard,1,1
trimksh,0,1
jam sudah sampai datang cepat ternilai dengan harga begitu terima kasih lazada,0,0
barang kirim cepat kurir juga ramah teratas buat lazada,0,1
barang bagus sesuai dong harga tertawa pengiriman terlalu lama,1,1
tebal bublewrap,1,1
sampai juga,0,1
muter dan mantap,1,1
mantap lah,1,1
mungkin yang saya terima ada kurang kartu pidana tiga tidak tahu mungkin sudah tidak sponsor yang lain terbaiklah buat lazada dan xiaomi,1,1
lancar dan secara dengan harga cocok untuk yang tidak mau ribet genggam telepon genggam dengan telepon genggam jam ini sms telepon whatsapp dan menjawab panggilan jadi mudah,0,1
barang sudah sampai sesuai pesanan iya walaupun agak sedikit lecet terima kasih lazada,0,0
terima kasih kakak barang sudah sampai cocok ditunggu promo lanjut iya,1,0
bagus sampai hari yang sama walaupun jam sepuluh malam sampai bagus,1,0
barang bagus sekali sesuai gambar pengiriman juga cepat tertawa satu hari terima kasih lazada,0,0
bagus murah tepat waktu nyaman terima kasih lazada,0,1
buruk sekali sudah bayar pada tepat waktu tapi sampai sekarang belum konfirmasi juga bagaimana itu tindak lanjut,1,0
mau capai nulis alasan tiap minggu dapat flash sale sih,1,1
pakai sistem bayar tempat status sudah diterima padahal tidak ada sama sekali kurir yang datang pasti ini barang dijual lagi sama kurir tolong di dekat kurir seperti ini,0,0
semoga untuk pemesanan berikut dapat lagi,1,1
jam saya suka sukahem tapi kok pas sampai jam tanpa yang satu kok mati,0,0
produk cepat sampai pesimis tidak dapat pas flash sale karena down tapi alhamdulilah dapat ingin yang killer tapi sudah tidak ada semoga flash sale lanjut ada secara keseluruhan oke sekali tidak pernah kecewa beli dilanda tertawa ini kok tidak ada kartu garansi iya bagaimana nanti cara mengalami garansi untuk lain sudah oke tingkatan terus performa dan sukses terus lazada,1,1
oke barang sampai dan oke,0,1
setelah rebutan sebulan barulah dapat sekaligus satu dibatalkan kalau saudara laki-laki saudara laki-laki mau tidak pesanan tapi wan biro,1,1
barang diterima tepat waktu sesuai tangan kartu garansi tam kok tidak ada paket internet tiga juga tidak ada tapi terima kasih lah iya untuk lazada,1,1
iya jam bagus sekali terima kasih iya semoga awet,0,0
penjelasan rapi mantap cinta kamu lazada,1,1
bagus sayang harga naik,1,1
produk sesuai deskripsi direkomendasikan selera,1,1
alhamdulilah suami saya suka juga pas dipake dia terima kasih,0,1
barang sampai lebih cepat,1,1
bagus produk tapi tidak ada kartu garansi dari tam,1,1
bagus tertawa agak lontar,1,1
oke aman,1,1
salah satu yang beruntung alhamdulilah bagus bila kualitas phone dan pelayanan lazada terima kasih,1,1
penjelasan rapi dan barang cepat sampai,1,1
pesanan bagus sesuai dengan gambar terima kasih lazada semoga pengiriman pemesanan selalu tepat waktu iya,1,0
sesuai,1,1
terima kasih lazada indonesia raya,1,1
murah tapi ndra murahan,1,1
barang sudah datang bagus sekali terima kasih lazada,1,1
barang dikelas dengan baik pengiriman sangat cepat kurir ramah terima kasih lazada,1,1
sejauh ini tampak dari penjelasan dan kemasan oke soal belum coba atau tes dan belum buka dari segel karena pesanan orang,1,1
spesifikasi bagus sekali untuk telepon genggam dengan harga sembilan ratus sembilan puluh sembilan nol hari langsung sampai dengan metode bayar tempat tertawa yang mau saya untuk aktifasi paket banding tiga bagaimana iya terima kasih,1,1
handsfree banding kok tidak ada,1,1
susah dapat dan lega setelah dapat,1,1
bagus sesuai pesanan pengiriman cepat pesanplusbayar hari rabu jumat pagi sudah sampai minus adalah barang susah sekali didapat perlu perjuangan ikutan tiga kali flash sale buat dapetin sudah begitu saya dapat unit telepon genggam dengan faktur yang berbeda karena memang pesan beli apa dan telepon genggam tapi yang satu dicancel sepihak oleh lazada padahal sudah telanjur transfer dengan alasan nomor telepon genggam tidak bisa hubungi sekarang tinggal menunggu dana pengembalian dana semoga secepat,1,1
barang sudah diterima dengan kondisi baik dan sesuai pesanan penjelasan melengkapi bubble bungkus jadi aman direkomendasikan selera,1,1
terbaik kelas harga satu juta,1,1
lazada dan selera sih cepat tangap tapi pengiriman lama sekali email juga tidak ditandai baru pertama belanja lazada masak iya harus kecewa tolong iya pesanan tiga puluh empat ribu seratus tujuh puluh satu tiga puluh empat ribu seratus tujuh puluh satu mohon perhatian sangat sekarang menonton keluhan nis juga kontak sayang tidak bisa telepon,0,0
saya senang sekali karena barang cepat sampai terus sesuai gambar tidak ada yang cacat dan harga terjangkau terima kasih lazada,0,0
redmi lima mantap tertawa dengan harga sembilan ratus sembilan puluh sembilan dapat spesifikasi dewa wow luar biasa,1,1
akhir datang juga yang ditunggu ditunggu walaupun agak lama tapi sajalah iya pasti yang beli juga banyak sekali pokok tetap puas deh sama lazada,1,1
bagus sekali sesuai deskripsi masih lazada tertawa mendadak ingin pas sudah naik pas tertawa sembilan ratus sembilan puluh sembilan ribu belum ingin adik kan menyesal plus eman seratus ribu hilang tertawa,1,1
cepat pengiriman,1,1
kurir lex selalu menjadi andalan karena cepat dan mudah diajak pertahankan ekspedisi lex,1,1
alhamdulilah barang sampai dengan selamat anti track pun elegan pakai sama redmi lima warna biru dan sangat cocok gratis tempered glass tapi pasang tempat kali walaupun kecil tapi cocok juga buat empat kali terima kasih lazada dan selera,1,0
dus kenapa pada penyok penyok lebih adik lagi iya sok takut pecah telepon genggam,1,1
penjelasan aman pengiriman cepat puas belanja lazada,1,1
pesanan sudah diterima penjelasan sederhana kurir ramah dan barang bagus semoga barang bisa bertahan lama terima kasih,1,1
bagus sampai saya ambil lagi,1,1
mantap,1,1
produk bagus walau harga murah tapi lumayan lah,0,0
stok berapa biji,1,1
teratas sekali,1,1
packaging yang gudang dari depok pakai plastik sama bubble bungkus jadi benjut alias perok deh doa telepon genggam tolong ditingkatan lagi packaging seperti yang dari gudang sidoarjo pakai kardus,1,1
kalau harga masih seperti dulu sembilan ratus sembilan puluh sembilan nol lebih oke,1,1
tunggu redmi enam baru lima meredup,1,1
terima kasih lazada recomendt sekali,1,1
pengiriman sangat cepat barang oke penjelasan bagus pokok semua mantap tingkatan terus lazada,0,1
tidak bisa dipake browsing baterai boros sekarang sudah gelembung batinnya,1,0
cepat sampai murah,1,1
cok barang kok tidak,0,0
mantap banga lazada keren,1,1
lazada kalau bisa lewat one saja kirim iya karena lebih enak dari yang lain,0,1
barang oke oke sudah,0,1
produk bagus dan pengiriman lazada cepat sampai semoga sukses dan selalu tingkatan kecepatan pengiriman more cepat more bagus,1,1
barang belum terima sungkan status sudah terima dan nomor resi tidak bisa cek,1,0
sesuai deskripsi dan barang mantap,1,1
barang bagus untuk anak,1,1
terima kasih lazada barang sudah diterima selamat ulang tahun buat lazada,1,1
pesanan cepat datang semoga awet digunakan makash lazada,1,1
kenapa barang saya belum antar juga,0,0
lumayan dari tam,1,1
barang tidak bisa berfungsi semua sialan gagal tidak dapat signal sama sekali pemandangan sudah berapa kali dicoba tapi tidak dapat signal sialan selalu gagal terus,0,0
mantap sudah,1,1
kalau bisa jangan pakai ekspedisi ninja ngebut lagi lama sekali ngirimnya,1,1
puas dengan barang yang dikirimkan tolong hati hati dengan plastik membungkus mudah robek,1,1
kapan sampai pesanan saya,0,0
barang bagus pelayanan cepat flash sale rabu hari kamis sampai ditunggu flash sale xiaomi tidak lima kali terima kasih lazada,1,1
produk bagus penjelasan rapi,1,1
dengan kemudahan yang berikan dengan cepat tangap dan dengan aman iya barang permintaan pelanggan sampai tujuan semoga lazada ada dan mitra mitra iya semakin melekat amin,1,1
kemarin pesan lagi bayar indomaret terus hari ini barang sudah sampai teratas sekali terima kasih lazada,1,1
pengiriman cepat kurir ramah,1,1
saya pemesanan senin tanggal tiga puluh satu juli jam sebelas bayar lewat indonesia ret lewat gojek tambah sepuluh ribu tapi sampai hari ini rabu tanggal agus tidak ada kabar tolong kepada penjual segera kirim barang saya jangan tahan terus sedang proses penjual mau sampai kapan,1,0
sangat senang karena mulai dari pesanan sampai barang sampai tidak adakendala semua lancar,1,1
pengiriman cepat barang oke terima kasih,1,1
mantap barang sesuai deskripsi,1,1
barang sesuai pesanan dan cepat sampai lazada oke sekali,1,1
barang datang tepat waktu tiga hari dan dalam kondisi rapi,1,1
mantap maju terus lazada,1,1
kecil sekali dikira standar,0,0
barang resmi berjalan sesuai fungsi dapat pas flash sale sangat ternilai lah dengan harga yang terjangkau,1,1
cepat sampai tapi pesan rose yang datang emas,0,0
produk bagus barang cepat sampai oke lah,1,1
pesanan sudah sampai semoga awet,0,1
oke tepat waktu,1,1
pakai warna biru bagus juga,1,1
pengiriman barang sangat cepat kurir ramah dan sabar terima kasih lazada,1,1
sesuai pesanan mudah mudahan awet amin,0,1
sering seringdong flash bel nya,1,1
barang bagus pengiriman cepat sekali iya satu hari sampai pokok puas sekali deh masih lazada,0,1
barang cepat sekali sampai pemesanan rabu tanggal tujuh dan kamis tanggal delapan sudah sampai kurir bertanggung jawab dan juga jujur terima kasih buat lazada dan kurir lex,1,1
saya beli pakai jasa ninja yang express pesan jum datang sabtu kasian sia abang kena macet dan mogok barang mulus resmi global bukan palsu palsu direkomendasikan,1,0
barang melebihi ekspektasi saya terima kasih lazada,1,1
beli flash sale xiaomi redmi lima plus powerbank kenapa yang datang tertawa telepon genggam saja padahal bayar sepakat sama powerbank,0,1
keren pengiriman cepat tertawa satu hari saja sukses selalu,1,1
barang cepat sampai terima kasih semoga berkah,1,1
sudah terima barang terima kasih lazada,1,1
memuaskan terima kasih lazada,1,1
telepon genggam murah berkwalitas,1,1
akhir dapat juga setelah minggu nyoba gagal terus telepon genggam bagus tidak ada kendala semua oke terima kasih lazada untuk flash sale harga murah sekali saya bayar tempat dan barang diterima dengan baik diantar sama kurir pelanggan penjelasan juga aman,1,1
bagus,1,1
tidak menyesal belanja dilanda barang bagus cepat sampai pula,1,1
kabarin orang sms atau apa jangan asal kirim,0,1
sangat baik dan puas,1,1
terima kasih lazada unit sudah sampai lebih awal satu hari penjelasan oke barang masih segel asli oke maju terus lazada,1,1
barang sesuai pesanan tertawa kartu tidak bisa motivasi kode center bolak balik situ,1,0
kemasan dari lazada bagus dan rapi tertawa saja pas cek layar telepon genggam seperti sudah sentuh dengan jari iya kok saya tidak dapat bonus iya kok yang lain dapat cowok,1,1
cepat sampai,1,1
jam sih bagus harus tapi ganti baterai ternyata harga baterai melebihi harga jam masalah baterai daripada jam tertawa,0,0
barang bagus penjelasan rapi tertawa pengiriman agak lama tapi adalah oke lah bagus lazada,0,1
barang diterima sesuai estimasi oke,1,1
suka warna emas putih,1,1
xiaomi memang paling yang terbaik,1,1
sesuai harga oke punya,1,1
